gene	alteration	cancer_acronym	source
FAT1	mutation	GBM	in_silico_predicted
FAT1	mutation	HNSC	in_silico_predicted
FAT1	mutation	LGG	in_silico_predicted
FAT1	mutation	LUAD	in_silico_predicted
FAT1	mutation	PRAD	in_silico_predicted
FAT1	mutation	SCLC	in_silico_predicted
FAT2	mutation	HNSC	in_silico_predicted
FBXO11	mutation	DLBCL	"cgc,in_silico_predicted"
FBXW7	mutation	ALL	in_silico_predicted
FBXW7	mutation	BLCA	in_silico_predicted
FBXW7	mutation	BRCA	in_silico_predicted
FBXW7	mutation	CLL	in_silico_predicted
FBXW7	mutation	CM	in_silico_predicted
FBXW7	mutation	COREAD	"cgc,in_silico_predicted"
FBXW7	mutation	ED	cgc
FBXW7	mutation	ESCA	in_silico_predicted
FBXW7	mutation	HNSC	in_silico_predicted
FBXW7	mutation	LUAD	in_silico_predicted
FBXW7	mutation	MB	in_silico_predicted
FBXW7	mutation	OV	in_silico_predicted
FBXW7	mutation	TCALL	cgc
FBXW7	mutation	UCEC	in_silico_predicted
FCRL4	mutation	CM	in_silico_predicted
FGFR1	mutation	CANCER	validated
FGFR1	mutation	PIA	in_silico_predicted
FGFR2	mutation	BLCA	in_silico_predicted
FGFR2	mutation	CLL	in_silico_predicted
FGFR2	mutation	ED	"cgc,biomarker,validated"
FGFR2	mutation	EDA	validated
FGFR2	mutation	ESCA	in_silico_predicted
FGFR2	mutation	HNC	validated
FGFR2	mutation	HNSC	in_silico_predicted
FGFR2	mutation	LUAD	in_silico_predicted
FGFR2	mutation	LUSC	"biomarker,validated,in_silico_predicted"
FGFR2	mutation	MM	in_silico_predicted
FGFR2	mutation	NSCLC	cgc
FGFR2	mutation	PRAD	in_silico_predicted
FGFR2	mutation	ST	"cgc,validated"
FGFR2	mutation	STAD	in_silico_predicted
FGFR2	mutation	UCEC	in_silico_predicted
FGFR3	mutation	BLCA	"cgc,validated,in_silico_predicted"
FGFR3	mutation	CER	validated
FGFR3	mutation	CLL	in_silico_predicted
FGFR3	mutation	CM	in_silico_predicted
FGFR3	mutation	COREAD	validated
FGFR3	mutation	CTCL	cgc
FGFR3	mutation	LUAD	validated
FGFR3	mutation	LUSC	in_silico_predicted
FGFR3	mutation	MM	"cgc,validated,in_silico_predicted"
FGFR3	mutation	MYMA	"biomarker,validated"
FGFR4	mutation	RHBDS	"cgc,biomarker,validated"
FH	mutation	CANCER-PR	predisposing
FH	mutation	LAM	cgc
FH	mutation	R	cgc
FH	mutation	R-PR	predisposing
FIP1L1	mutation	PRAD	in_silico_predicted
FKBP5	mutation	BLCA	in_silico_predicted
FLCN	mutation	CANCER-PR	predisposing
FLCN	mutation	COREAD	validated
FLCN	mutation	R	cgc
FLT3	mutation	ALL	"cgc,in_silico_predicted"
FLT3	mutation	AML	"cgc,validated,in_silico_predicted"
FLT3	mutation	BLCA	in_silico_predicted
FLT3	mutation	BRCA	in_silico_predicted
FLT3	mutation	ESCA	in_silico_predicted
FLT3	mutation	HC	in_silico_predicted
FLT3	mutation	HNSC	in_silico_predicted
FLT3	mutation	OV	in_silico_predicted
FLT3	mutation	RCCC	in_silico_predicted
FLT3	mutation	STAD	in_silico_predicted
FLT3	mutation	UCEC	in_silico_predicted
FLT4	mutation	S	cgc
FMR1	mutation	BRCA	in_silico_predicted
FMR1	mutation	CM	in_silico_predicted
FMR1	mutation	HNSC	in_silico_predicted
FMR1	mutation	LUAD	in_silico_predicted
FMR1	mutation	LUSC	in_silico_predicted
FMR1	mutation	MB	in_silico_predicted
FMR1	mutation	OV	in_silico_predicted
FMR1	mutation	RCCC	in_silico_predicted
FN1	mutation	BLCA	in_silico_predicted
FN1	mutation	BRCA	in_silico_predicted
FN1	mutation	CM	in_silico_predicted
FN1	mutation	COREAD	in_silico_predicted
FN1	mutation	GBM	in_silico_predicted
FN1	mutation	HNSC	in_silico_predicted
FN1	mutation	LUAD	in_silico_predicted
FN1	mutation	LUSC	in_silico_predicted
FN1	mutation	PRAD	in_silico_predicted
FN1	mutation	SCLC	in_silico_predicted
FOXA1	mutation	BRCA	"cgc,in_silico_predicted"
FOXA1	mutation	PRAD	"cgc,in_silico_predicted"
FOXA2	mutation	UCEC	in_silico_predicted
FOXL2	mutation	OVG	cgc
FOXP1	mutation	BRCA	in_silico_predicted
FOXP1	mutation	CM	in_silico_predicted
FOXP1	mutation	COREAD	in_silico_predicted
FOXP1	mutation	HNSC	in_silico_predicted
FOXP1	mutation	LUSC	in_silico_predicted
FOXP1	mutation	STAD	in_silico_predicted
FOXO1	mutation	DLBCL	validated
FRG1	mutation	PRAD	in_silico_predicted
FRG1B	mutation	BLCA	in_silico_predicted
FRG1B	mutation	CM	in_silico_predicted
FRG1B	mutation	GBM	in_silico_predicted
FRG1B	mutation	HNSC	in_silico_predicted
FRG1B	mutation	LGG	in_silico_predicted
FRG1B	mutation	PRAD	in_silico_predicted
FRG1B	mutation	THCA	in_silico_predicted
FUBP1	mutation	BRCA	in_silico_predicted
FUBP1	mutation	CM	in_silico_predicted
FUBP1	mutation	G	cgc
FUBP1	mutation	HNSC	in_silico_predicted
FUBP1	mutation	LGG	in_silico_predicted
FUBP1	mutation	LUAD	in_silico_predicted
FUBP1	mutation	LUSC	in_silico_predicted
FUBP1	mutation	MM	in_silico_predicted
FUBP1	mutation	STAD	in_silico_predicted
FUBP1	mutation	UCEC	in_silico_predicted
FUS	mutation	BLCA	in_silico_predicted
FUS	mutation	BRCA	in_silico_predicted
FUS	mutation	RCCC	in_silico_predicted
FXR1	mutation	CM	in_silico_predicted
FXR1	mutation	COREAD	in_silico_predicted
FXR1	mutation	LUAD	in_silico_predicted
FXR1	mutation	LUSC	in_silico_predicted
FXR1	mutation	MM	in_silico_predicted
FXR1	mutation	UCEC	in_silico_predicted
G3BP1	mutation	LUAD	in_silico_predicted
G3BP2	mutation	BLCA	in_silico_predicted
G3BP2	mutation	BRCA	in_silico_predicted
G3BP2	mutation	CM	in_silico_predicted
G3BP2	mutation	HNSC	in_silico_predicted
G3BP2	mutation	LUAD	in_silico_predicted
G3BP2	mutation	LUSC	in_silico_predicted
G3BP2	mutation	PRAD	in_silico_predicted
G3BP2	mutation	RCCC	in_silico_predicted
G3BP2	mutation	STAD	in_silico_predicted
G3BP2	mutation	UCEC	in_silico_predicted
G6PD	mutation	CANCER	validated
GATA1	mutation	MKB	"cgc,validated"
GATA2	mutation	AML	validated
GATA3	mutation	BRCA	"cgc,biomarker,in_silico_predicted"
GATA3	mutation	CM	in_silico_predicted
GATA3	mutation	COREAD	in_silico_predicted
GATA3	mutation	LUSC	in_silico_predicted
GATA3	mutation	STAD	in_silico_predicted
GJB2	mutation	SCC-PR	predisposing
GNA11	mutation	CM	validated
GNA11	mutation	STAD	in_silico_predicted
GNA11	mutation	UVM	"cgc,validated"
GNAI1	mutation	CLL	in_silico_predicted
GNAI1	mutation	LUAD	in_silico_predicted
GNAI1	mutation	LUSC	in_silico_predicted
GNAI1	mutation	STAD	in_silico_predicted
GNAI1	mutation	UCEC	in_silico_predicted
GNAI2	mutation	AC	validated
GNAI2	mutation	OVG	validated
GNAQ	mutation	CM	validated
GNAQ	mutation	UVM	"cgc,validated"
GNAS	mutation	BLCA	in_silico_predicted
GNAS	mutation	CANCER	"biomarker,validated"
GNAS	mutation	COREAD	in_silico_predicted
GNAS	mutation	HNSC	in_silico_predicted
GNAS	mutation	OV	in_silico_predicted
GNAS	mutation	PAAD	in_silico_predicted
GNAS	mutation	PIGA	cgc
GNAS	mutation	PRAD	in_silico_predicted
GNAS	mutation	SCGS	validated
GNAS	mutation	SCLC	in_silico_predicted
GNAS	mutation	THCA	in_silico_predicted
GNA13	mutation	DLBCL	validated
GNG2	mutation	CM	in_silico_predicted
GNG2	mutation	LUAD	in_silico_predicted
GOLGA5	mutation	BLCA	in_silico_predicted
GOLGA5	mutation	BRCA	in_silico_predicted
GOLGA5	mutation	CM	in_silico_predicted
GOLGA5	mutation	COREAD	in_silico_predicted
GOLGA5	mutation	LUSC	in_silico_predicted
GOLGA5	mutation	OV	in_silico_predicted
GOLGA5	mutation	STAD	in_silico_predicted
GPC3	mutation	WT	"cgc,validated"
GPS2	mutation	BLCA	in_silico_predicted
GPS2	mutation	BRCA	in_silico_predicted
GPS2	mutation	CLL	in_silico_predicted
GPS2	mutation	OV	in_silico_predicted
GPS2	mutation	UCEC	in_silico_predicted
GPSM2	mutation	HNSC	in_silico_predicted
GPSM2	mutation	LUAD	in_silico_predicted
GPSM2	mutation	LUSC	in_silico_predicted
GPSM2	mutation	UCEC	in_silico_predicted
GTF2F2	mutation	MM	in_silico_predicted
H3F3A	mutation	G	cgc
H3F3B	mutation	G	cgc
HCFC1	mutation	BRCA	in_silico_predicted
HDAC2	mutation	PAAD	in_silico_predicted
HDAC2	mutation	PRAD	biomarker
HDAC3	mutation	CM	in_silico_predicted
HDAC3	mutation	OV	in_silico_predicted
HDAC3	mutation	STAD	in_silico_predicted
HDAC3	mutation	UCEC	in_silico_predicted
HDAC9	mutation	CM	in_silico_predicted
HDAC9	mutation	GBM	in_silico_predicted
HDAC9	mutation	RCCC	in_silico_predicted
HERC2	mutation	BRCA	validated
HGF	mutation	ESCA	in_silico_predicted
HGF	mutation	LGG	in_silico_predicted
HGF	mutation	NSCLC	in_silico_predicted
HGF	mutation	OV	in_silico_predicted
HGF	mutation	PRAD	in_silico_predicted
HGF	mutation	SCLC	in_silico_predicted
HGF	mutation	UCEC	in_silico_predicted
HIC2	mutation	PAAD	in_silico_predicted
HIST1H3A	mutation	G	cgc
HIST1H3B	mutation	G	cgc
HIST1H3C	mutation	G	cgc
HIST1H3D	mutation	G	cgc
HIST1H3E	mutation	G	cgc
HIST1H3F	mutation	G	cgc
HIST1H3G	mutation	G	cgc
HIST1H3H	mutation	G	cgc
HIST1H3I	mutation	G	cgc
HIST1H3J	mutation	G	cgc
HLA-A	mutation	BLCA	in_silico_predicted
HLA-A	mutation	BRCA	in_silico_predicted
HLA-A	mutation	CM	in_silico_predicted
HLA-A	mutation	HNSC	in_silico_predicted
HLA-A	mutation	LUAD	in_silico_predicted
HLA-A	mutation	LUSC	in_silico_predicted
HLA-A	mutation	STAD	in_silico_predicted
HLA-B	mutation	CM	in_silico_predicted
HLA-B	mutation	ESCA	in_silico_predicted
HLA-B	mutation	HNSC	in_silico_predicted
HLA-B	mutation	STAD	in_silico_predicted
HLF	mutation	BRCA	in_silico_predicted
HLF	mutation	CM	in_silico_predicted
HLF	mutation	LUSC	in_silico_predicted
HLF	mutation	RCCC	in_silico_predicted
HNF1A	mutation	HA	cgc
HNF1A	mutation	HC	cgc
HNF1A	mutation	PRAD	in_silico_predicted
HNF1A	mutation	RCCC	validated
HNRPDL	mutation	BLCA	in_silico_predicted
HNRPDL	mutation	BRCA	in_silico_predicted
HNRPDL	mutation	CLL	in_silico_predicted
HNRPDL	mutation	CM	in_silico_predicted
HNRPDL	mutation	HNSC	in_silico_predicted
HNRPDL	mutation	RCCC	in_silico_predicted
HNRPDL	mutation	STAD	in_silico_predicted
HNRPDL	mutation	THCA	in_silico_predicted
HRAS	mutation	AML	biomarker
HRAS	mutation	BLCA	"cgc,validated,in_silico_predicted"
HRAS	mutation	BRCA	validated
HRAS	mutation	CANCER	"cgc,biomarker,validated"
HRAS	mutation	CER	biomarker
HRAS	mutation	CLL	in_silico_predicted
HRAS	mutation	CM	"validated,in_silico_predicted"
HRAS	mutation	COREAD	validated
HRAS	mutation	HNSC	in_silico_predicted
HRAS	mutation	LUSC	in_silico_predicted
HRAS	mutation	NB	cgc
HRAS	mutation	PRAD	in_silico_predicted
HRAS	mutation	RHBDS	cgc
HRAS	mutation	S	cgc
HRAS	mutation	SCC	validated
HRAS	mutation	THCA	"validated,in_silico_predicted"
HRAS	mutation	THF	validated
HRAS	mutation	THYM	validated
HRAS	mutation	UTH	validated
HSP90AA1	mutation	BLCA	in_silico_predicted
HSP90AA1	mutation	LUAD	in_silico_predicted
HSP90AA1	mutation	LUSC	in_silico_predicted
HSP90AA1	mutation	OV	in_silico_predicted
HSP90AB1	mutation	BLCA	in_silico_predicted
HSP90AB1	mutation	GBM	in_silico_predicted
HSP90AB1	mutation	LUAD	in_silico_predicted
HSP90AB1	mutation	LUSC	in_silico_predicted
HSP90AB1	mutation	MM	in_silico_predicted
HSP90AB1	mutation	PRAD	in_silico_predicted
HSP90AB1	mutation	RCCC	in_silico_predicted
HSP90AB1	mutation	SCLC	in_silico_predicted
HSP90AB1	mutation	STAD	in_silico_predicted
HSPA8	mutation	BLCA	in_silico_predicted
HSPA8	mutation	BRCA	in_silico_predicted
HSPA8	mutation	CM	in_silico_predicted
HSPA8	mutation	HNSC	in_silico_predicted
HSPA8	mutation	LUAD	in_silico_predicted
HSPA8	mutation	LUSC	in_silico_predicted
HSPA8	mutation	PRAD	in_silico_predicted
IDH1	mutation	AML	"validated,in_silico_predicted"
IDH1	mutation	B	validated
IDH1	mutation	BLCA	in_silico_predicted
IDH1	mutation	BRCA	in_silico_predicted
IDH1	mutation	BT	biomarker
IDH1	mutation	CH	biomarker
IDH1	mutation	CLL	in_silico_predicted
IDH1	mutation	CM	in_silico_predicted
IDH1	mutation	G	biomarker
IDH1	mutation	GBM	"cgc,in_silico_predicted"
IDH1	mutation	HC	in_silico_predicted
IDH1	mutation	HEMATO	"biomarker,validated"
IDH1	mutation	LGG	in_silico_predicted
IDH1	mutation	LUAD	in_silico_predicted
IDH1	mutation	LUSC	in_silico_predicted
IDH1	mutation	MA	validated
IDH1	mutation	MM	in_silico_predicted
IDH1	mutation	PRAD	in_silico_predicted
IDH1	mutation	RCCC	in_silico_predicted
IDH1	mutation	UCEC	in_silico_predicted
IDH2	mutation	AML	"validated,in_silico_predicted"
IDH2	mutation	BT	biomarker
IDH2	mutation	CH	biomarker
IDH2	mutation	CM	in_silico_predicted
IDH2	mutation	COREAD	in_silico_predicted
IDH2	mutation	GBM	cgc
IDH2	mutation	HEMATO	"biomarker,validated"
IDH2	mutation	LGG	in_silico_predicted
IGF2R	mutation	HC	validated
IKBKB	mutation	NHLY	cgc
IKZF1	mutation	ALL	cgc
IKZF1	mutation	DLBCL	cgc
IKZF1	mutation	MM	in_silico_predicted
IKZF3	mutation	MM	in_silico_predicted
IL6ST	mutation	MM	in_silico_predicted
IL7R	mutation	ALL	"cgc,validated"
IL7R	mutation	TCALL	cgc
ING1	mutation	HNSC	validated
ING1	mutation	UCEC	in_silico_predicted
ING2	mutation	PAAD	in_silico_predicted
INHBA	mutation	PAAD	in_silico_predicted
INPP4A	mutation	UCEC	in_silico_predicted
INPP4B	mutation	BRCA	biomarker
INPPL1	mutation	UCEC	in_silico_predicted
IREB2	mutation	BLCA	in_silico_predicted
IREB2	mutation	CM	in_silico_predicted
IREB2	mutation	ESCA	in_silico_predicted
IREB2	mutation	HNSC	in_silico_predicted
IREB2	mutation	LUAD	in_silico_predicted
IREB2	mutation	LUSC	in_silico_predicted
IREB2	mutation	STAD	in_silico_predicted
IREB2	mutation	UCEC	in_silico_predicted
IRF1	mutation	ST	validated
IRF2	mutation	STAD	in_silico_predicted
IRF4	mutation	MM	in_silico_predicted
IRF6	mutation	HNSC	in_silico_predicted
IRF7	mutation	CM	in_silico_predicted
IRF8	mutation	DLBCL	validated
IRS2	mutation	BLCA	in_silico_predicted
IRS2	mutation	ESCA	in_silico_predicted
IRS2	mutation	HNSC	in_silico_predicted
IRS2	mutation	LUAD	in_silico_predicted
IRS2	mutation	LUSC	in_silico_predicted
IRS2	mutation	PRAD	in_silico_predicted
IRS2	mutation	STAD	in_silico_predicted
ITGA9	mutation	CM	in_silico_predicted
ITSN1	mutation	BRCA	in_silico_predicted
ITSN1	mutation	CM	in_silico_predicted
ITSN1	mutation	COREAD	in_silico_predicted
ITSN1	mutation	ESCA	in_silico_predicted
ITSN1	mutation	HC	in_silico_predicted
ITSN1	mutation	LUSC	in_silico_predicted
ITSN1	mutation	OV	in_silico_predicted
ITSN1	mutation	RCCC	in_silico_predicted
ITSN1	mutation	SCLC	in_silico_predicted
JAGN1	mutation	HEMATO-PR	predisposing
JAK1	mutation	ALL	"cgc,validated"
JAK1	mutation	AML	validated
JAK1	mutation	PV	validated
JAK2	mutation	ALL	"cgc,validated"
JAK2	mutation	AML	"cgc,validated"
JAK2	mutation	CML	cgc
JAK2	mutation	HEMATO	cgc
JAK2	mutation	MY	"biomarker,validated"
JAK3	mutation	ALL	validated
JAK3	mutation	CMP	validated
JAK3	mutation	LY	"biomarker,validated"
JAK3	mutation	MKB	"cgc,biomarker,validated"
JAK3	mutation	TCALL	cgc
JMY	mutation	CM	in_silico_predicted
KANSL1	mutation	PAAD	in_silico_predicted
KAT6B	mutation	LGG	in_silico_predicted
KAT6B	mutation	PRAD	in_silico_predicted
KAT8	mutation	PAAD	in_silico_predicted
KCNJ5	mutation	AA	"cgc,biomarker,validated"
KDM1A	mutation	MM	in_silico_predicted
KDM5C	mutation	BRCA	in_silico_predicted
KDM5C	mutation	CM	in_silico_predicted
KDM5C	mutation	GBM	in_silico_predicted
KDM5C	mutation	HNSC	in_silico_predicted
KDM5C	mutation	LUSC	in_silico_predicted
KDM5C	mutation	RCCC	"cgc,in_silico_predicted"
KDM6A	mutation	AML	in_silico_predicted
KDM6A	mutation	BLCA	"cgc,in_silico_predicted"
KDM6A	mutation	CANCER	cgc
KDM6A	mutation	CLL	in_silico_predicted
KDM6A	mutation	CM	in_silico_predicted
KDM6A	mutation	ESCA	in_silico_predicted
KDM6A	mutation	ESSC	cgc
KDM6A	mutation	GBM	in_silico_predicted
KDM6A	mutation	HNSC	in_silico_predicted
KDM6A	mutation	LUAD	in_silico_predicted
KDM6A	mutation	MB	"cgc,in_silico_predicted"
KDM6A	mutation	MM	cgc
KDM6A	mutation	PAAD	in_silico_predicted
KDM6A	mutation	PRAD	in_silico_predicted
KDM6A	mutation	RCCC	"cgc,in_silico_predicted"
KDM6A	mutation	SCLC	in_silico_predicted
KDM6A	mutation	STAD	in_silico_predicted
KDM6A	mutation	TCALL	cgc
KDM6A	mutation	UCEC	in_silico_predicted
KDR	mutation	AS	cgc
KDR	mutation	CANCER	"biomarker,validated"
KDR	mutation	GBM	in_silico_predicted
KDR	mutation	LUAD	in_silico_predicted
KDR	mutation	NSCLC	cgc
KEAP1	mutation	BLCA	in_silico_predicted
KEAP1	mutation	BRCA	in_silico_predicted
KEAP1	mutation	LUAD	in_silico_predicted
KEAP1	mutation	LUSC	in_silico_predicted
KEAP1	mutation	NSCLC	in_silico_predicted
KEAP1	mutation	PRAD	in_silico_predicted
KEAP1	mutation	RCCC	in_silico_predicted
KIT	mutation	AML	"cgc,biomarker,validated,in_silico_predicted"
KIT	mutation	CANCER	"biomarker,validated"
KIT	mutation	CM	"biomarker,validated"
KIT	mutation	CMP	validated
KIT	mutation	FGCT	validated
KIT	mutation	GIST	"cgc,biomarker,validated"
KIT	mutation	MAS	cgc
KIT	mutation	MCLK	validated
KIT	mutation	MGCT	"cgc,validated"
KIT	mutation	MUCM	cgc
KIT	mutation	SK	cgc
KIT	mutation	SM	validated
KIT	mutation	THYM	"biomarker,validated"
KLF4	mutation	BRCA	in_silico_predicted
KLF4	mutation	CM	in_silico_predicted
KLF4	mutation	MEN	"cgc,in_silico_predicted"
KLF4	mutation	NB	in_silico_predicted
KLF4	mutation	STAD	in_silico_predicted
KLF4	mutation	UCEC	in_silico_predicted
KLF6	mutation	BLCA	in_silico_predicted
KLF6	mutation	CM	in_silico_predicted
KLF6	mutation	G	cgc
KLF6	mutation	HNSC	in_silico_predicted
KLF6	mutation	LUAD	in_silico_predicted
KLF6	mutation	PRAD	"cgc,validated"
KLF6	mutation	ST	validated
KLF6	mutation	STAD	in_silico_predicted
KRAS	mutation	ALL	in_silico_predicted
KRAS	mutation	AML	"cgc,biomarker,validated,in_silico_predicted"
KRAS	mutation	AS	validated
KRAS	mutation	BLTC	validated
KRAS	mutation	BRCA	"validated,in_silico_predicted"
KRAS	mutation	CANCER	"cgc,validated"
KRAS	mutation	CER	biomarker
KRAS	mutation	CLL	in_silico_predicted
KRAS	mutation	CM	in_silico_predicted
KRAS	mutation	COREAD	"cgc,validated,in_silico_predicted"
KRAS	mutation	GBM	in_silico_predicted
KRAS	mutation	GIST	validated
KRAS	mutation	L	"cgc,validated"
KRAS	mutation	LUAD	"validated,in_silico_predicted"
KRAS	mutation	LUSC	"validated,in_silico_predicted"
KRAS	mutation	MM	in_silico_predicted
KRAS	mutation	MYMA	biomarker
KRAS	mutation	NSCLC	"biomarker,validated,in_silico_predicted"
KRAS	mutation	OV	"validated,in_silico_predicted"
KRAS	mutation	PA	"cgc,validated"
KRAS	mutation	PAAD	in_silico_predicted
KRAS	mutation	PIA	validated
KRAS	mutation	STAD	in_silico_predicted
KRAS	mutation	TH	cgc
KRAS	mutation	THCA	"validated,in_silico_predicted"
KRAS	mutation	UCEC	in_silico_predicted
LCP1	mutation	BRCA	in_silico_predicted
LCP1	mutation	CM	in_silico_predicted
LCP1	mutation	LUAD	in_silico_predicted
LCP1	mutation	RCCC	in_silico_predicted
LCP1	mutation	STAD	in_silico_predicted
LDHA	mutation	CM	in_silico_predicted
LDHA	mutation	LUAD	in_silico_predicted
LDHA	mutation	THCA	in_silico_predicted
LEP	mutation	MM	in_silico_predicted
LIMA1	mutation	BLCA	in_silico_predicted
LMO1	mutation	NB	cgc
LMO1	mutation	TCALL	cgc
LNPEP	mutation	CM	in_silico_predicted
LRP6	mutation	BRCA	in_silico_predicted
LRP6	mutation	CM	in_silico_predicted
LRP6	mutation	ESCA	in_silico_predicted
LRP6	mutation	GBM	in_silico_predicted
LRP6	mutation	NB	in_silico_predicted
LRP6	mutation	RCCC	in_silico_predicted
LRPPRC	mutation	CM	in_silico_predicted
LZTS1	mutation	ESCA	validated
MACF1	mutation	BRCA	in_silico_predicted
MACF1	mutation	ESCA	in_silico_predicted
MACF1	mutation	HC	in_silico_predicted
MACF1	mutation	HNSC	in_silico_predicted
MACF1	mutation	MM	in_silico_predicted
MACF1	mutation	NB	in_silico_predicted
MACF1	mutation	STAD	in_silico_predicted
MAD1L1	mutation	LY	validated
MAD1L1	mutation	PRAD	validated
MAGI2	mutation	CM	in_silico_predicted
MAP2K1	mutation	CANCER	validated
MAP2K1	mutation	CM	"cgc,validated,in_silico_predicted"
MAP2K1	mutation	COREAD	"cgc,validated,in_silico_predicted"
MAP2K1	mutation	LUAD	"validated,in_silico_predicted"
MAP2K1	mutation	LUSC	in_silico_predicted
MAP2K1	mutation	NSCLC	"cgc,validated"
MAP2K1	mutation	OV	biomarker
MAP2K1	mutation	STAD	in_silico_predicted
MAP2K2	mutation	CM	"cgc,validated"
MAP2K2	mutation	NSCLC	cgc
MAP2K4	mutation	BRCA	"cgc,in_silico_predicted"
MAP2K4	mutation	CM	in_silico_predicted
MAP2K4	mutation	COREAD	cgc
MAP2K4	mutation	ESCA	in_silico_predicted
MAP2K4	mutation	LUAD	in_silico_predicted
MAP2K4	mutation	PA	cgc
MAP2K4	mutation	PAAD	in_silico_predicted
MAP2K4	mutation	STAD	in_silico_predicted
MAP2K4	mutation	UCEC	in_silico_predicted
MAP3K1	mutation	BLCA	in_silico_predicted
MAP3K1	mutation	BRCA	in_silico_predicted
MAP3K1	mutation	BRCALU	cgc
MAP3K1	mutation	CM	in_silico_predicted
MAP3K1	mutation	HNSC	in_silico_predicted
MAP3K1	mutation	LUAD	in_silico_predicted
MAP3K1	mutation	LUSC	in_silico_predicted
MAP3K1	mutation	STAD	in_silico_predicted
MAP3K1	mutation	UCEC	in_silico_predicted
MAP3K11	mutation	CM	in_silico_predicted
MAP3K13	mutation	BRCA	cgc
MAP3K4	mutation	BLCA	in_silico_predicted
MAP3K4	mutation	CM	in_silico_predicted
MAP3K4	mutation	COREAD	in_silico_predicted
MAP3K4	mutation	ESCA	in_silico_predicted
MAP3K4	mutation	GBM	in_silico_predicted
MAP3K4	mutation	LUAD	in_silico_predicted
MAP3K4	mutation	LUSC	in_silico_predicted
MAP3K4	mutation	OV	in_silico_predicted
MAP4K1	mutation	LUAD	in_silico_predicted
MAP4K3	mutation	BLCA	in_silico_predicted
MAP4K3	mutation	CM	in_silico_predicted
MAP4K3	mutation	GBM	in_silico_predicted
MAP4K3	mutation	HNSC	in_silico_predicted
MAP4K3	mutation	LUAD	in_silico_predicted
MAP4K3	mutation	OV	in_silico_predicted
MAP4K3	mutation	PRAD	in_silico_predicted
MARK2	mutation	PAAD	in_silico_predicted
MAT2A	mutation	CM	in_silico_predicted
MAX	mutation	BRCA	in_silico_predicted
MAX	mutation	CANCER-PR	predisposing
MAX	mutation	COC	cgc
MAX	mutation	ED	cgc
MAX	mutation	GBM	in_silico_predicted
MAX	mutation	LGG	in_silico_predicted
MAX	mutation	LUAD	in_silico_predicted
MAX	mutation	MM	in_silico_predicted
MAX	mutation	PHEO	cgc
MAX	mutation	RCCC	in_silico_predicted
MAX	mutation	UCEC	in_silico_predicted
MCC	mutation	COREAD	validated
MCM3	mutation	CM	in_silico_predicted
MCM8	mutation	CM	in_silico_predicted
MECOM	mutation	BLCA	in_silico_predicted
MECOM	mutation	BRCA	in_silico_predicted
MECOM	mutation	CM	in_silico_predicted
MECOM	mutation	COREAD	in_silico_predicted
MECOM	mutation	LGG	in_silico_predicted
MECOM	mutation	MM	in_silico_predicted
MECOM	mutation	NB	in_silico_predicted
MECOM	mutation	OV	in_silico_predicted
MECOM	mutation	PRAD	in_silico_predicted
MECOM	mutation	STAD	in_silico_predicted
MED12	mutation	AML	in_silico_predicted
MED12	mutation	BLCA	in_silico_predicted
MED12	mutation	BRCA	in_silico_predicted
MED12	mutation	CLL	in_silico_predicted
MED12	mutation	COREAD	in_silico_predicted
MED12	mutation	ESCA	in_silico_predicted
MED12	mutation	OV	in_silico_predicted
MED12	mutation	PRAD	in_silico_predicted
MED12	mutation	SCLC	in_silico_predicted
MED12	mutation	STAD	in_silico_predicted
MED17	mutation	CM	in_silico_predicted
MED17	mutation	HNSC	in_silico_predicted
MED17	mutation	LUAD	in_silico_predicted
MED17	mutation	LUSC	in_silico_predicted
MED17	mutation	RCCC	in_silico_predicted
MED17	mutation	STAD	in_silico_predicted
MED17	mutation	UCEC	in_silico_predicted
MED23	mutation	BRCA	in_silico_predicted
MED24	mutation	BLCA	in_silico_predicted
MED24	mutation	BRCA	in_silico_predicted
MED24	mutation	CM	in_silico_predicted
MED24	mutation	COREAD	in_silico_predicted
MED24	mutation	LUAD	in_silico_predicted
MED24	mutation	LUSC	in_silico_predicted
MED24	mutation	RCCC	in_silico_predicted
MEF2C	mutation	HNSC	in_silico_predicted
MEN1	mutation	CANCER-PR	predisposing
MEN1	mutation	CM	in_silico_predicted
MEN1	mutation	GBM	in_silico_predicted
MEN1	mutation	HNSC	in_silico_predicted
MEN1	mutation	LUAD	in_silico_predicted
MEN1	mutation	LUSC	in_silico_predicted
MEN1	mutation	PAIS	cgc
MEN1	mutation	PANC	cgc
MEN1	mutation	PATH	cgc
MEN1	mutation	PIGA	cgc
MEN1	mutation	SOLID	cgc
MET	mutation	BLCA	in_silico_predicted
MET	mutation	CANCER	"biomarker,validated"
MET	mutation	CANCER-PR	predisposing
MET	mutation	ESCA	in_silico_predicted
MET	mutation	GBM	in_silico_predicted
MET	mutation	HC	validated
MET	mutation	HNSC	cgc
MET	mutation	LGG	in_silico_predicted
MET	mutation	LUAD	in_silico_predicted
MET	mutation	LUSC	in_silico_predicted
MET	mutation	NB	in_silico_predicted
MET	mutation	RCCC	"validated,in_silico_predicted"
MET	mutation	RPC	"cgc,validated"
MET	mutation	STAD	in_silico_predicted
MET	mutation	UCEC	in_silico_predicted
MFNG	mutation	CM	in_silico_predicted
MGA	mutation	BLCA	in_silico_predicted
